restaurantRating,restaurantName,restaurantAddress,restaurantCuisine,restaurantContact,restaurantBusinessHours,restaurantPricing,isHalal
4.4,Hanzo Japanese restaurant,"phase 2, Penang digital library, 123, Jln Masjid Negeri, 11600 George Town, Pulau Pinang",Japanese ,016-619 6997,"{'Friday': '10:30 am to 9pm', 'Saturday': '10:30 am to 9pm', 'Sunday': '10:30 am to 9pm', 'Monday': '10:30 am to 9pm', 'Tuesday': 'Closed', 'Wednesday': '10:30 am to 9pm', 'Thursday': '10:30 am to 9pm'}",2,No
4.6,Sushi Wafu - Karpal Singh Drive Penang,"29C-1-18, Maritime Suite, Persiaran Karpal Singh 2, 11600 Jelutong, Pulau Pinang",Japanese ,04-818 4408,"{'Friday': '11:30 am to 10 pm', 'Saturday': '11:30 am to 10 pm', 'Sunday': '11:30 am to 10 pm', 'Monday': '11:30 am to 10 pm', 'Tuesday': '11:30 am to 10 pm', 'Wednesday': '11:30 am to 10 pm', 'Thursday': '11:30 am to 10 pm'}",2,No
3.9,Big Ben Breakfast and Western Cafe,"Lot 2652, Jalan Kebun Bunga, 10350 George Town, Pulau Pinang",Western ,017-447 1360,"{'Friday': '8:00 am to 1:00 pm, 5:00 pm to 8:00 pm', 'Saturday': '8:00 am to 1:00 pm, 5:00 pm to 8:00 pm', 'Sunday': '8:00 am to 1:00 pm, 5:00 pm to 8:00 pm', 'Monday': 'Closed', 'Tuesday': '8:00 am to 1:00 pm, 5:00 pm to 8:00 pm', 'Wednesday': '8:00 am to 1:00 pm, 5:00 pm to 8:00 pm', 'Thursday': '8:00 am to 1:00 pm, 5:00 pm to 8:00 pm'}",1,Yes
4.3,Ben's Diner,"43-G, Persiaran Mahsuri 1/1, Bandar Sunway Tunas, 11900 Bayan Lepas, Pulau Pinang",Western ,,"{'Friday': 'Closed', 'Saturday': 'Closed', 'Sunday': '11:45 am to 2 pm, 6 pm to 8:30 pm', 'Monday': '11:45 am to 2 pm, 6 pm to 8:30 pm', 'Tuesday': '11:45 am to 2 pm, 6 pm to 8:30 pm', 'Wednesday': '11:45 am to 2 pm, 6 pm to 8:30 pm', 'Thursday': '11:45 am to 2 pm, 6 pm to 8:30 pm'}",2,No
4.1,"Brussels Beer Cafe, Gurney Paragon","163-D-1, 33, Persiaran Gurney, 10250 George Town, Pulau Pinang",German ,04-226 2052,"{'Friday': '12 pm to 12 am', 'Saturday': '12 pm to 12 am', 'Sunday': '12 pm to 12 am', 'Monday': '12 pm to 12 am', 'Tuesday': '12 pm to 12 am', 'Wednesday': '12 pm to 12 am', 'Thursday': '12 pm to 12 am'}",2,No
4.5,"US Pizza - Greenlane, Penang","3-D, Lorong Delima 1 Jelutong, 11700 George Town, Pulau Pinang",Italian ,04-655 2828,"{'Friday': '10:30 am to 11 pm', 'Saturday': '10:30 am to 11 pm', 'Sunday': '10:30 am to 11 pm', 'Monday': '10:30 am to 10:30 pm' , 'Tuesday': '10:30 am to 10:30 pm', 'Wednesday': '10:30 am to 10:30 pm', 'Thursday': '10:30 am to 10:30 pm'}",2,Yes
4.2,Gathers In,"13-A, Lintang Sungai Tiram 5, Sunway Prima, 11900 Bayan Lepas, Pulau Pinang",Western ,04-643 4668,"{'Friday': '11:30 am to 2:30 pm, 6 pm to 9 pm' , 'Saturday': '6 pm to 9 pm', 'Sunday': '6 pm to 9 pm', 'Monday': '11:30 am to 2:30 pm, 6 pm to 9 pm', 'Tuesday': '11:30 am to 2:30 pm, 6 pm to 9 pm', 'Wednesday': '11:30 am to 2:30 pm, 6 pm to 9 pm', 'Thursday': '11:30 am to 2:30 pm, 6 pm to 9 pm'}",2,No
4.5,Luigi Pizzeria Penang,"99-G-15, Bazaar tanjung Retail Centre, Jalan Fettes, Kampung Belachan, 10470 Tanjung Tokong, Penang",Italian ,013-706 0115,"{'Friday': '12 pm to 3pm, 4 pm to 9 pm' , 'Saturday': '12 pm to 3pm, 4 pm to 9 pm', 'Sunday': '12 pm to 3pm, 4 pm to 9 pm', 'Monday': '4 pm to 9 pm', 'Tuesday': '12 pm to 3pm, 4 pm to 9 pm', 'Wednesday': '12 pm to 3pm, 4 pm to 9 pm', 'Thursday': '12 pm to 3pm, 4 pm to 9 pm'}",2,No
4.9,Park's kitchen Korean restaurant,"170-04-93a, Gurney Plaza, Persiaran Gurney, 10250 George Town, Pulau Pinang",Korean ,014-9701220,"{'Friday': '11 am to 10 pm', 'Saturday': '11 am to 10 pm', 'Sunday': '11 am to 10 pm', 'Monday': '11 am to 10 pm', 'Tuesday': '11 am to 10 pm', 'Wednesday': '11 am to 10 pm', 'Thursday': '11 am to 10 pm'}",2,No
4.1,SSAMBAP Korean Restaurant,"1-1-24, Kristal Point Corporate Park2, Jalan Tun Dr Awang, 11900 Bayan Lepas, Pulau Pinang",Korean ,04-608 8669,"{'Friday': '11 am to 3 pm, 5 pm to 10 pm', 'Saturday': '11 am to 3 pm, 5 pm to 10 pm', 'Sunday': '11 am to 3 pm, 5 pm to 10 pm', 'Monday': '11 am to 3 pm, 5 pm to 10 pm', 'Tuesday': 'Closed', 'Wednesday': '11 am to 3 pm, 5 pm to 10 pm', 'Thursday': '11 am to 3 pm, 5 pm to 10 pm'}",2,No
3.5,KyoChon 1991 @ Arena Curve,"72-1-49, Jalan Mahsuri, Arena Curve, 11900 Bayan Lepas, Pulau Pinang",Korean ,04-638 0119,"{'Friday': 11 am to 11 pm', 'Saturday': '11 am to 11 pm', 'Sunday': '11 am to 11 pm', 'Monday': '11 am to 11 pm', 'Tuesday': '11 am to 11 pm', 'Wednesday': '11 am to 11 pm', 'Thursday': '11 am to 11 pm'}",2,Yes
4.1,Daorae Korean BBQ Restaurant,"15.2G, Medan Kampung Relau, Kampung Seberang Paya, 14900 Bayan Lepas, Pulau Pinang",Korean ,04-640 2616,"{'Friday': 11:30 am to 3 pm, 5:30 pm to 11 pm', 'Saturday': '11:30 am to 11 pm', 'Sunday': '11:30 am to 11 pm', 'Monday': '11:30 am to 3 pm, 5:30 pm to 11 pm', 'Tuesday': '11:30 am to 3 pm, 5:30 pm to 11 pm', 'Wednesday': '11:30 am to 3 pm, 5:30 pm to 11 pm', 'Thursday': '11:30 am to 3 pm, 5:30 pm to 11 pm'}",2,No
4.5,Mr.Shawerma @ USM,"2-1-8, University Place, Halaman Bukit Gambir, Sunway Bukit Gambier, 11700 Gelugor, Penang",Middle Eastern ,018-406 1077,"{'Friday': 12 pm to 10 pm', 'Saturday': '12 pm to 10 pm', 'Sunday': '12 pm to 10 pm', 'Monday': '12 pm to 10 pm', 'Tuesday': '12 pm to 10 pm', 'Wednesday': '12 pm to 10 pm', 'Thursday': '12 pm to 10 pm'}",1,Yes
4.3,Dandy @ Arena Curve (Halal),"No. 72-1-17 Arena Curve, Jalan Mahsuri, 11950 Bayan Lepas, Pulau Pinang",Middle Eastern ,017-557 3141,"{'Friday': '11 am to 10 pm', 'Saturday': '11 am to 10 pm', 'Sunday': '11 am to 10 pm', 'Monday': '11 am to 10 pm', 'Tuesday': '11 am to 10 pm', 'Wednesday': '11 am to 10 pm', 'Thursday': '11 am to 10 pm'}",2,Yes
4.8,Warna Cuisine,"21, Lorong Chulia, George Town, 10200 George Town, Pulau Pinang",Middle Eastern ,012-551 1752,"{'Friday': '11 am to 10 pm', 'Saturday': '11 am to 10 pm', 'Sunday': '11 am to 10 pm', 'Monday': '11 am to 10 pm', 'Tuesday': 'Closed', 'Wednesday': '11 am to 10 pm', 'Thursday': '11 am to 10 pm'}",2,Yes
4.9,Damas Penang,"114, Jalan Burma, George Town, 10050 George Town, Pulau Pinang",Middle Eastern ,04-240 2724,"{'Friday': '12 pm to 12 am', 'Saturday': '12 pm to 12 am', 'Sunday': '12 pm to 12 am', 'Monday': '12 pm to 12 am', 'Tuesday': '12 pm to 12 am', 'Wednesday': '12 pm to 12 am', 'Thursday': '12 pm to 12 am'}",2,Yes
4.9,Damas King,"568-A TEPI, Jalan Batu Ferringhi, 11100 Batu Ferringhi, Pulau Pinang",Middle Eastern ,011-3724 4280,"{'Friday': '5 pm to 12 am', 'Saturday': '11 am to 1 am', 'Sunday': '11 am to 1 am', 'Monday': '5 pm to 12 am', 'Tuesday': '5 pm to 12 am', 'Wednesday': '5 pm to 12 am', 'Thursday': '5 pm to 12 am'}",1,Yes
4.2,Hainantown @ Yeng Keng Nyonya Restaurant,"366, Chulia St, Georgetown, 10450 George Town, Penang",Nyonya ,04-263 3177,"{'Friday': '11:30 am to 3 pm, 6 pm to 10 pm', 'Saturday': '11:30 am to 3 pm, 6 pm to 10 pm', 'Sunday': '11:30 am to 3 pm, 6 pm to 10 pm', 'Monday': '11:30 am to 3 pm, 6 pm to 10 pm', 'Tuesday': 'Closed', 'Wednesday': '11:30 am to 3 pm, 6 pm to 10 pm', 'Thursday': '11:30 am to 3 pm, 6 pm to 10 pm'}",2,No
3.3,Little Nyonya,"100, Persiaran Bayan Indah, 11900 Bayan Lepas, Pulau Pinang",Nyonya ,04-611 5183,"['Friday': '10:30 am to 10:30 pm', 'Saturday': '10:30 am to 10:30 pm', 'Sunday': '10:30 am to 10:30 pm', 'Monday': '10:30 am to 10:30 pm', 'Tuesday': '10:30 am to 10:30 pm', 'Wednesday': '10:30 am to 10:30 pm', 'Thursday': '10:30 am to 10:30 pm'}",2,No
